Base_ID	url	domain	webMethod	type	pageDepth	gatewayType	validateParsedOutput	fetchNextCrawlUrl	uniqueIdentifier	region_input	search_keyword	Channel	scope_name	category_input	Top_Category_LVMH	Category_LVMH	Sub_Category_LVMH	Project	Batch	SubBatch	Scrape_Frequency	Partner_Name	ip_search_keyword_category	ip_filter_by_category	site_name	no_of_pages
310	n/a	amazon_sa	get	product_listing	product_listing	SELENIUM	False	False	310	KSA	n/a	n/a	COTY_Middle East_Consumer Beauty	n/a	n/a	n/a	n/a	COTY_Middle East_Consumer Beauty	Saudi Arabia	Amazon SA CB	Daily	Amazon SA CB	n/a	n/a	Amazon SA CB	0
