Base_ID	url	domain	webMethod	type	pageDepth	gatewayType	validateParsedOutput	fetchNextCrawlUrl	uniqueIdentifier	region_input	search_keyword	Channel	scope_name	category_input	Top_Category_LVMH	Category_LVMH	Sub_Category_LVMH	Project	Batch	SubBatch	Scrape_Frequency	Partner_Name	ip_search_keyword_category	ip_filter_by_category	site_name	no_of_pages
423	n/a	lookfantastic_uk	get	product_listing	product_listing	PLAYWRIGHT	False	False	423	UK	n/a	n/a	BNC	Face Primer	n/a	n/a	n/a	BNC	United Kingdom	lookfantastic_uk	Daily	lookfantastic_uk	n/a	n/a	lookfantastic_uk	0
