Base_ID	url	domain	webMethod	type	pageDepth	gatewayType	validateParsedOutput	fetchNextCrawlUrl	uniqueIdentifier	region_input	search_keyword	Channel	scope_name	category_input	Top_Category_LVMH	Category_LVMH	Sub_Category_LVMH	Project	Batch	SubBatch	Scrape_Frequency	Partner_Name	ip_search_keyword_category	ip_filter_by_category	site_name	no_of_pages
38	n/a	m_douglas_cz	get	product_listing	product_listing	PLAYWRIGHT	False	True	38	CZ	n/a	n/a	PCD_CZ	n/a	n/a	n/a	n/a	PCD_CZ	Czech Republic	Douglas_CZ	Daily	Douglas_CZ	n/a	n/a	Douglas_CZ	0
